iter	Passed	Remaining
161	7377	38164
162	7443	38219
163	7481	38137
164	7518	38048
165	7554	37954
166	7590	37860
167	7626	37769
168	7665	37690
169	7711	37649
170	7754	37593
171	7790	37501
172	7827	37418
173	7866	37342
174	7904	37264
175	7942	37183
176	7978	37099
177	8029	37079
178	8065	36991
179	8101	36908
180	8137	36819
181	8173	36733
182	8208	36645
183	8256	36614
184	8322	36663
185	8359	36584
186	8398	36513
187	8460	36542
188	8499	36471
189	8536	36394
190	8571	36306
191	8606	36220
192	8642	36135
193	8676	36049
194	8712	35968
195	8747	35880
196	8781	35796
197	8817	35714
198	8852	35630
199	8886	35546
200	8922	35466
201	8958	35390
202	8993	35309
203	9045	35295
204	9080	35214
205	9115	35135
206	9151	35058
207	9186	34979
208	9222	34905
209	9257	34825
210	9292	34749
211	9327	34671
212	9363	34595
213	9397	34517
214	9438	34461
215	9491	34451
216	9528	34379
217	9562	34302
218	9597	34228
219	9633	34155
220	9667	34077
221	9702	34001
222	9738	33930
223	9774	33859
224	9809	33787
225	9844	33715
226	9878	33638
227	9914	33568
228	9948	33494
229	9984	33425
230	10036	33411
231	10085	33385
232	10120	33313
233	10156	33247
234	10191	33175
235	10226	33106
236	10261	33036
237	10296	32966
238	10331	32896
239	10366	32825
240	10402	32760
241	10436	32689
242	10496	32697
243	10553	32698
244	10596	32654
245	10638	32608
246	10674	32541
247	10709	32473
248	10743	32403
249	10779	32337
250	10814	32270
251	10849	32203
252	10884	32136
253	10918	32066
254	10953	32002
255	10989	31937
256	11024	31872
257	11079	31863
258	11113	31797
259	11148	31729
260	11185	31670
261	11219	31603
262	11254	31538
263	11288	31470
264	11323	31406
265	11360	31348
266	11398	31292
267	11449	31273
268	11521	31308
269	11559	31254
270	11597	31198
271	11636	31144
272	11675	31092
273	11715	31040
274	11757	30997
275	11796	30943
276	11836	30895
277	11876	30845
278	11917	30796
279	11957	30748
280	12013	30738
281	12051	30684
282	12112	30686
283	12147	30624
284	12184	30566
285	12220	30507
286	12262	30463
287	12303	30417
288	12341	30363
289	12381	30314
290	12422	30265
291	12458	30207
292	12528	30230
293	12619	30303
294	12656	30246
295	12691	30185
296	12726	30124
297	12762	30064
298	12797	30003
299	12832	29941
300	12867	29881
301	12903	29822
302	12937	29761
303	12971	29697
304	13006	29637
305	13042	29580
306	13114	29603
307	13156	29558
308	13209	29539
309	13245	29481
310	13280	29421
311	13315	29361
312	13349	29301
313	13384	29241
314	13419	29183
315	13454	29123
316	13489	29064
317	13533	29025
318	13569	28969
319	13604	28908
320	13639	28850
321	13674	28792
322	13710	28735
323	13745	28679
324	13780	28621
325	13815	28563
326	13851	28507
327	13885	28449
328	13920	28390
329	13954	28332
330	13991	28278
331	14026	28221
332	14061	28164
333	14095	28107
334	14175	28138
335	14214	28090
336	14249	28033
337	14283	27975
338	14318	27919
339	14354	27864
340	14389	27809
341	14425	27754
342	14460	27698
343	14493	27638
344	14530	27587
345	14565	27530
346	14598	27472
347	14632	27414
348	14666	27358
349	14699	27299
350	14733	27242
351	14767	27185
352	14800	27127
353	14839	27080
354	14876	27028
355	14909	26970
356	14945	26917
357	14979	26862
358	15013	26807
359	15076	26802
360	15115	26755
361	15193	26777
362	15280	26814
363	15315	26760
364	15349	26703
365	15384	26649
366	15419	26594
367	15453	26540
368	15488	26486
369	15524	26433
370	15558	26378
371	15594	26326
372	15628	26271
373	15661	26214
374	15696	26160
375	15731	26108
376	15765	26053
377	15800	26000
378	15836	25948
379	15871	25895
380	15907	25843
381	15941	25790
382	15975	25735
383	16008	25680
384	16043	25627
385	16078	25575
386	16113	25522
387	16146	25468
388	16214	25467
389	16249	25416
390	16292	25375
391	16343	25348
392	16377	25296
393	16413	25245
394	16448	25192
395	16483	25141
396	16518	25089
397	16551	25035
398	16588	24986
399	16622	24933
400	16656	24881
401	16691	24830
402	16726	24778
403	16759	24724
404	16794	24673
405	16829	24622
406	16862	24568
407	16896	24516
408	16931	24465
409	16965	24413
410	16999	24362
411	17037	24316
412	17076	24270
413	17116	24227
414	17155	24183
415	17409	24440
416	17478	24436
417	17516	24388
418	17553	24340
419	17592	24294
420	17629	24245
421	17664	24193
422	17698	24141
423	17734	24092
424	17770	24042
425	17808	23995
426	17854	23958
427	17898	23920
428	17939	23878
429	17983	23838
430	18027	23799
431	18064	23751
432	18100	23702
433	18135	23651
434	18170	23600
435	18204	23549
436	18238	23497
437	18273	23447
438	18306	23394
439	18342	23344
440	18409	23335
441	18492	23345
442	18532	23301
443	18580	23267
444	18625	23229
445	18666	23186
446	18709	23146
447	18749	23102
448	18792	23061
449	18832	23017
450	18875	22977
451	18921	22939
452	18962	22897
453	18998	22848
454	19032	22797
455	19068	22747
456	19104	22699
457	19140	22650
458	19178	22605
459	19218	22560
460	19274	22536
461	19317	22494
462	19352	22445
463	19389	22397
464	19428	22353
465	19469	22310
466	19558	22322
467	19596	22276
468	19633	22229
469	19669	22180
470	19703	22130
471	19737	22079
472	19771	22028
473	19805	21977
474	19840	21928
475	19874	21878
476	19909	21829
477	19945	21781
478	19980	21732
479	20017	21685
480	20053	21637
481	20087	21587
482	20124	21540
483	20159	21492
484	20194	21443
485	20230	21396
486	20266	21348
487	20303	21302
488	20350	21266
489	20417	21251
490	20463	21213
491	20499	21166
492	20582	21167
493	20621	21122
494	20658	21075
495	20694	21028
496	20731	20981
497	20766	20933
498	20801	20885
499	20837	20837
500	20874	20791
501	20909	20743
502	20945	20695
503	20980	20647
504	21017	20600
505	21053	20554
506	21088	20506
507	21125	20459
508	21160	20412
509	21196	20365
510	21233	20319
511	21269	20272
512	21316	20236
513	21361	20197
514	21397	20151
515	21433	20104
516	21470	20058
517	21505	20011
518	21541	19964
519	21620	19957
520	21656	19910
521	21692	19864
522	21728	19817
523	21764	19770
524	21800	19723
525	21835	19677
526	21871	19630
527	21908	19585
528	21944	19538
529	22002	19511
530	22040	19466
531	22077	19421
532	22113	19375
533	22152	19331
534	22198	19293
535	22239	19252
536	22280	19210
537	22333	19178
538	22383	19143
539	22427	19104
540	22467	19061
541	22508	19020
542	22560	18987
543	22643	18980
544	22689	18942
545	22730	18900
546	22771	18857
547	22814	18817
548	22855	18775
549	22894	18731
550	22930	18685
551	22966	18639
552	23002	18593
553	23038	18546
554	23073	18500
555	23112	18456
556	23151	18413
557	23196	18374
558	23242	18335
559	23298	18306
560	23348	18271
561	23388	18227
562	23428	18185
563	23467	18141
564	23507	18098
565	23545	18053
566	23584	18010
567	23622	17966
568	23705	17955
569	23743	17911
570	23780	17866
571	23822	17825
572	23874	17791
573	23913	17747
574	23955	17706
575	23994	17662
576	24032	17618
577	24070	17573
578	24107	17529
579	24144	17483
580	24181	17439
581	24219	17394
582	24256	17350
583	24345	17341
584	24385	17299
585	24423	17254
586	24461	17210
587	24498	17165
588	24532	17118
589	24569	17073
590	24605	17027
591	24641	16982
592	24679	16938
593	24770	16930
594	24807	16885
595	24845	16841
596	24884	16797
597	24922	16753
598	24960	16709
599	24998	16665
600	25036	16621
601	25077	16579
602	25123	16540
603	25163	16497
604	25217	16464
605	25265	16426
606	25303	16382
607	25342	16339
608	25379	16294
609	25417	16250
610	25457	16207
611	25502	16168
612	25541	16125
613	25589	16087
614	25629	16044
615	25669	16001
616	25711	15960
617	25806	15951
618	25847	15909
619	25885	15865
620	25923	15821
621	25962	15777
622	26000	15733
623	26036	15688
624	26072	15643
625	26107	15597
626	26153	15558
627	26220	15531
628	26260	15489
629	26296	15444
630	26332	15399
631	26368	15353
632	26405	15309
633	26440	15263
634	26476	15219
635	26513	15174
636	26548	15129
637	26585	15084
638	26620	15039
639	26660	14996
640	26703	14955
641	26738	14910
642	26778	14867
643	26877	14857
644	26926	14819
645	26969	14779
646	27010	14736
647	27048	14693
648	27089	14650
649	27136	14611
650	27199	14581
651	27239	14539
652	27334	14525
653	27401	14496
654	27443	14454
655	27486	14413
656	27528	14372
657	27568	14329
658	27610	14286
659	27652	14245
660	27692	14202
661	27753	14170
662	27803	14132
663	27860	14097
664	27948	14079
665	27984	14034
666	28024	13991
667	28064	13948
668	28104	13905
669	28150	13865
670	28188	13821
671	28226	13777
672	28263	13732
673	28301	13688
674	28350	13650
675	28441	13631
676	28490	13592
677	28533	13551
678	28572	13507
679	28611	13464
680	28650	13420
681	28689	13377
682	28729	13334
683	28774	13293
684	28812	13249
685	28851	13205
686	28887	13161
687	28984	13144
688	29030	13103
689	29074	13062
690	29120	13022
691	29162	12979
692	29206	12938
693	29245	12894
694	29289	12853
695	29330	12811
696	29371	12768
697	29430	12733
698	29479	12694
699	29517	12650
700	29556	12606
701	29596	12563
702	29637	12521
703	29677	12477
704	29759	12452
705	29810	12413
706	29852	12371
707	29893	12329
708	29930	12284
709	29979	12245
710	30072	12223
711	30112	12180
712	30150	12136
713	30186	12091
714	30221	12046
715	30258	12001
716	30295	11957
717	30332	11913
718	30368	11868
719	30406	11824
720	30444	11780
721	30506	11746
722	30556	11707
723	30604	11666
724	30649	11625
725	30694	11584
726	30737	11542
727	30777	11499
728	30816	11455
729	30863	11415
730	30906	11373
731	30947	11330
732	30985	11286
733	31023	11242
734	31132	11224
735	31171	11181
736	31209	11137
737	31248	11093
738	31285	11049
739	31322	11005
740	31359	10960
741	31397	10917
742	31435	10873
743	31473	10829
744	31515	10787
745	31573	10750
746	31616	10708
747	31656	10665
748	31701	10623
749	31744	10581
750	31785	10538
751	31825	10495
752	31866	10452
753	31906	10409
754	31950	10368
755	31991	10325
756	32031	10282
757	32070	10238
758	32177	10217
759	32231	10178
760	32271	10135
761	32315	10093
762	32355	10049
763	32396	10007
764	32435	9963
765	32477	9921
766	32516	9878
767	32559	9835
768	32615	9797
769	32666	9757
770	32706	9714
771	32748	9671
772	32787	9628
773	32829	9585
774	32869	9542
775	32913	9500
776	32951	9457
777	32991	9414
778	33031	9370
779	33070	9327
780	33110	9284
781	33148	9240
782	33258	9217
783	33295	9173
784	33333	9129
785	33370	9085
786	33408	9041
787	33445	8998
788	33481	8953
789	33517	8909
790	33553	8865
791	33590	8821
792	33627	8777
793	33670	8735
794	33745	8701
795	33788	8659
796	33824	8615
797	33860	8571
798	33895	8527
799	33932	8483
800	33968	8439
801	34006	8395
802	34041	8351
803	34077	8307
804	34111	8263
805	34147	8219
806	34184	8175
807	34221	8131
808	34531	8152
809	34568	8108
810	34606	8064
811	34643	8021
812	34680	7977
813	34719	7933
814	34757	7889
815	34791	7845
816	34829	7801
817	34865	7757
818	34902	7713
819	34950	7672
820	35000	7630
821	35038	7587
822	35075	7543
823	35112	7499
824	35148	7455
825	35189	7412
826	35228	7369
827	35266	7325
828	35303	7282
829	35343	7238
830	35379	7195
831	35417	7151
832	35457	7108
833	35493	7064
834	35604	7035
835	35644	6992
836	35682	6949
837	35720	6905
838	35757	6861
839	35795	6818
840	35841	6776
841	35890	6734
842	35941	6693
843	35986	6651
844	36048	6612
845	36090	6569
846	36129	6526
847	36175	6484
848	36218	6441
849	36261	6399
850	36303	6356
851	36345	6313
852	36392	6271
853	36431	6228
854	36472	6185
855	36510	6142
856	36548	6098
857	36669	6068
858	36716	6026
859	36760	5984
860	36802	5941
861	36844	5898
862	36879	5854
863	36916	5810
864	36953	5767
865	36994	5724
866	37034	5681
867	37086	5639
868	37143	5599
869	37186	5556
870	37226	5513
871	37268	5470
872	37341	5432
873	37379	5388
874	37419	5345
875	37462	5302
876	37508	5260
877	37550	5217
878	37591	5174
879	37631	5131
880	37774	5102
881	37831	5061
882	37869	5017
883	37909	4974
884	37945	4930
885	37983	4887
886	38022	4843
887	38074	4802
888	38146	4762
889	38201	4721
890	38246	4678
891	38284	4635
892	38323	4591
893	38366	4549
894	38411	4506
895	38454	4463
896	38498	4420
897	38536	4377
898	38573	4333
899	38612	4290
900	38656	4247
901	38693	4203
902	38731	4160
903	38862	4126
904	38913	4084
905	38960	4042
906	39006	3999
907	39047	3956
908	39088	3913
909	39184	3875
910	39222	3831
911	39259	3788
912	39298	3744
913	39337	3701
914	39380	3658
915	39424	3615
916	39467	3572
917	39503	3528
918	39540	3485
919	39578	3441
920	39618	3398
921	39659	3355
922	39702	3312
923	39750	3269
924	39787	3226
925	39834	3183
926	39950	3146
927	39990	3102
928	40034	3059
929	40073	3016
930	40131	2974
931	40175	2931
932	40220	2888
933	40259	2844
934	40299	2801
935	40344	2758
936	40382	2715
937	40421	2671
938	40465	2628
939	40502	2585
940	40549	2542
941	40590	2499
942	40627	2455
943	40663	2412
944	40697	2368
945	40732	2325
946	40768	2281
947	40804	2238
948	40840	2194
949	40876	2151
950	40994	2112
951	41059	2070
952	41125	2028
953	41163	1984
954	41199	1941
955	41235	1897
956	41270	1854
957	41306	1810
958	41343	1767
959	41379	1724
960	41415	1680
961	41451	1637
962	41488	1594
963	41524	1550
964	41560	1507
965	41601	1464
966	41638	1420
967	41675	1377
968	41711	1334
969	41747	1291
970	41784	1247
971	41820	1204
972	41860	1161
973	41898	1118
974	41934	1075
975	41973	1032
976	42103	991
977	42143	948
978	42187	904
979	42228	861
980	42266	818
981	42303	775
982	42337	732
983	42372	688
984	42409	645
985	42451	602
986	42486	559
987	42522	516
988	42557	473
989	42591	430
990	42627	387
991	42661	344
992	42696	300
993	42733	257
994	42769	214
995	42814	171
996	42861	128
997	42907	85
998	42952	42
999	42995	0
