iter	Logloss	Accuracy
884	0.218923669	0.9316489362
885	0.2187312062	0.9317375887
886	0.2185484002	0.9316489362
887	0.2183606184	0.9317375887
888	0.2182304908	0.9320921986
889	0.2182290183	0.9320921986
890	0.2180503645	0.9324024823
891	0.2178937755	0.9326241135
892	0.21774057	0.9326241135
893	0.2176217526	0.9324911348
894	0.2174555924	0.9324911348
895	0.2172925035	0.9327570922
896	0.217096799	0.932712766
897	0.2169374746	0.9329343972
898	0.2168202104	0.9330673759
899	0.2166855894	0.9332446809
900	0.2164889616	0.9335549645
901	0.2163555211	0.9335992908
902	0.216215287	0.9337322695
903	0.216052094	0.9338652482
904	0.2158656617	0.9338652482
905	0.2157435578	0.933998227
906	0.2155804155	0.9341755319
907	0.2154490182	0.9341755319
908	0.2152754582	0.9341312057
909	0.2151772487	0.9341312057
910	0.2150287693	0.9342641844
911	0.2148798018	0.9343971631
912	0.2147729284	0.9344858156
913	0.2145781766	0.934751773
914	0.2144457527	0.9348847518
915	0.2143003211	0.9349734043
916	0.2141593911	0.9351507092
917	0.213978588	0.9353280142
918	0.2138042602	0.9356382979
919	0.2136415743	0.9355053191
920	0.213507186	0.9355496454
921	0.2133566181	0.9357269504
922	0.2131828548	0.9358156028
923	0.212993278	0.9360815603
924	0.2128804986	0.9361258865
925	0.2126969717	0.9363031915
926	0.2125535063	0.9363475177
927	0.2124614185	0.9364804965
928	0.2123283684	0.9366134752
929	0.2121447635	0.9371010638
930	0.2119657997	0.9369680851
931	0.2117959149	0.9372783688
932	0.2116358868	0.937322695
933	0.2114845227	0.9374113475
934	0.2113221917	0.9375
935	0.211152439	0.9375443262
936	0.2110281917	0.9375886525
937	0.2108717605	0.937677305
938	0.2107775119	0.9378546099
939	0.2106147262	0.9377659574
940	0.2105216616	0.9380762411
941	0.2103209546	0.9382535461
942	0.2101816399	0.9381648936
943	0.2100636711	0.9383865248
944	0.209877257	0.9386524823
945	0.2098105554	0.9382535461
946	0.2096439404	0.9385638298
947	0.2094837706	0.938608156
948	0.2093876622	0.9387411348
949	0.2092200559	0.9388741135
950	0.2091394732	0.9390514184
951	0.2089878453	0.9391843972
952	0.2088358446	0.9392730496
953	0.2087186525	0.9392287234
954	0.2086610943	0.9393173759
955	0.2085073267	0.9396719858
956	0.2084159934	0.9397606383
957	0.2083177786	0.9398492908
958	0.2082094211	0.939893617
959	0.2080361641	0.9402039007
960	0.2078912793	0.940248227
961	0.2077413168	0.9404255319
962	0.2075958201	0.9405141844
963	0.2074321806	0.9404255319
964	0.2072733196	0.9407801418
965	0.2070908806	0.9411347518
966	0.2069392747	0.941179078
967	0.2067474608	0.941179078
968	0.2067308431	0.941179078
969	0.2065572726	0.9412234043
970	0.2064583034	0.941356383
971	0.2063275723	0.9414007092
972	0.2061919048	0.9416666667
973	0.2060393819	0.9419769504
974	0.2058782475	0.9419769504
975	0.2056919548	0.9420656028
976	0.2055560859	0.9421099291
977	0.2054234036	0.9421099291
978	0.2052961158	0.9420656028
979	0.2051249448	0.9423758865
980	0.2049715041	0.942464539
981	0.2048352825	0.9423758865
982	0.2047385626	0.9423315603
983	0.2045799542	0.9426861702
984	0.204401727	0.9429964539
985	0.204268689	0.9429964539
986	0.2040969121	0.9433067376
987	0.2040789605	0.9432180851
988	0.2039720128	0.9430851064
989	0.2038138623	0.9429521277
990	0.2036641282	0.9430407801
991	0.2035816532	0.9433067376
992	0.2034481584	0.9433067376
993	0.2032485451	0.9434840426
994	0.2030990603	0.9433067376
995	0.2029288831	0.9436170213
996	0.2027837146	0.9437056738
997	0.202676895	0.9437056738
998	0.2025320653	0.9438829787
999	0.2023857963	0.9439716312
