iter	Logloss	Accuracy
270	0.3478773165	0.8475177305
271	0.3475670982	0.8477836879
272	0.3472671227	0.8477393617
273	0.3469748642	0.8478723404
274	0.3466493758	0.8481382979
275	0.3463275018	0.8481826241
276	0.3460511269	0.848537234
277	0.3457007884	0.848714539
278	0.3454221726	0.8486702128
279	0.3450909964	0.8490691489
280	0.3448137811	0.8491578014
281	0.3446567659	0.8491134752
282	0.3442897222	0.8492907801
283	0.343947052	0.8492907801
284	0.34361737	0.8494680851
285	0.3433848378	0.849822695
286	0.3430447386	0.8500886525
287	0.3427396502	0.85
288	0.3424365224	0.8503102837
289	0.3420789209	0.8505319149
290	0.3418339539	0.8506205674
291	0.3415503566	0.8507978723
292	0.3412669054	0.8508865248
293	0.3409805033	0.851285461
294	0.3407194028	0.8511968085
295	0.3404944339	0.851462766
296	0.3401892612	0.851462766
297	0.3398881831	0.8519503546
298	0.339583581	0.8521719858
299	0.339257211	0.852393617
300	0.3389608446	0.852570922
301	0.3387480631	0.8526152482
302	0.3384548995	0.8524379433
303	0.3380866702	0.8527039007
304	0.3377952959	0.8531028369
305	0.3374495907	0.8533687943
306	0.3371366961	0.853501773
307	0.3367811781	0.8536347518
308	0.3365115374	0.8539450355
309	0.3361698216	0.8541666667
310	0.3359074892	0.8545656028
311	0.3356867488	0.8545212766
312	0.3354737116	0.8546985816
313	0.3352246168	0.8548758865
314	0.3349627772	0.8548758865
315	0.3347165051	0.855141844
316	0.33446099	0.8550531915
317	0.3342785906	0.8551861702
318	0.3339671189	0.8558953901
319	0.3336379499	0.8561170213
320	0.3333307721	0.8562943262
321	0.3331209908	0.8561613475
322	0.3328848352	0.8562056738
323	0.3327154293	0.8565159574
324	0.3324512071	0.8569592199
325	0.3321526727	0.857358156
326	0.3319074319	0.8574911348
327	0.3316279297	0.8576241135
328	0.3313845511	0.857535461
329	0.3311649058	0.8578014184
330	0.3310009481	0.8579787234
331	0.3307337401	0.8582890071
332	0.3303877028	0.8582446809
333	0.3302408079	0.8583333333
334	0.3299304763	0.858643617
335	0.3296885731	0.8588652482
336	0.3293973062	0.8586879433
337	0.3290638996	0.8590868794
338	0.3287207676	0.8591755319
339	0.3283861311	0.8591755319
340	0.3280982689	0.8590868794
341	0.3278742641	0.8593971631
342	0.3276720093	0.8594858156
343	0.3273760146	0.8594858156
344	0.3271202477	0.8596187943
345	0.3267810515	0.8596631206
346	0.3265633475	0.8596631206
347	0.326330312	0.8598847518
348	0.3261777496	0.859929078
349	0.3259019595	0.8602836879
350	0.3256092542	0.8608599291
351	0.3254097455	0.8609929078
352	0.3251920417	0.8611702128
353	0.3249091489	0.861037234
354	0.3246040622	0.8614804965
355	0.3243227617	0.8614804965
356	0.3241008489	0.8615691489
357	0.3239322003	0.8618351064
358	0.3236456333	0.8618794326
359	0.3233372288	0.8621453901
360	0.3231594741	0.8620124113
361	0.3229966716	0.8621897163
362	0.3227441391	0.862677305
363	0.3224922682	0.8627659574
364	0.3222008987	0.8628546099
365	0.3219240407	0.8630319149
366	0.3216100001	0.8629875887
367	0.3214013477	0.8631648936
368	0.3212338496	0.8631205674
369	0.3210033862	0.8633421986
370	0.320694071	0.8635195035
371	0.320496137	0.8637411348
372	0.3202802433	0.8638297872
373	0.3200645501	0.8640957447
374	0.3197923145	0.8642287234
375	0.31957943	0.8644503546
376	0.3193827881	0.8645833333
377	0.3191525741	0.8647606383
378	0.3188677659	0.8650265957
379	0.3186348135	0.8651152482
380	0.3185365154	0.8650265957
381	0.3183949876	0.8651152482
382	0.3180953632	0.8651152482
383	0.3178451427	0.8653368794
384	0.3176304849	0.8659574468
385	0.3174666819	0.866001773
386	0.3172533161	0.8662234043
387	0.317032113	0.866179078
388	0.3167703559	0.8663120567
389	0.3164765198	0.8663120567
390	0.3161776328	0.866356383
391	0.3159235922	0.8666223404
392	0.3156366405	0.8667996454
393	0.3154060817	0.8669326241
394	0.3151654644	0.8671542553
395	0.3149438637	0.8672429078
396	0.314692947	0.8674202128
397	0.3144298441	0.8675975177
398	0.3142277772	0.8677748227
399	0.3140096721	0.8678191489
400	0.3137591967	0.8680851064
401	0.3135131044	0.8681737589
402	0.3132336609	0.8684840426
403	0.3129453634	0.86875
404	0.3126808358	0.8684840426
405	0.312404442	0.8687056738
406	0.3121769113	0.8688829787
407	0.3119262234	0.8691932624
408	0.3116725854	0.8691046099
409	0.3114545199	0.8693705674
410	0.3111844108	0.8695035461
411	0.3109553805	0.8697251773
412	0.3107825529	0.8696365248
413	0.3106483752	0.8695478723
414	0.3103608069	0.8696808511
415	0.310132922	0.8699468085
416	0.3098934204	0.8698138298
417	0.3097843474	0.8701241135
418	0.3095048001	0.870212766
419	0.3092706375	0.870035461
420	0.3091131595	0.8700797872
421	0.3088433984	0.8706117021
422	0.3087105023	0.8708776596
423	0.3086699289	0.8708776596
424	0.3084436801	0.8709219858
425	0.3083052624	0.8709663121
426	0.3080292498	0.8712765957
427	0.3079097338	0.871320922
428	0.3076741678	0.871320922
429	0.3074018676	0.8714539007
430	0.3071833322	0.8719414894
431	0.3068830382	0.8719414894
432	0.3066404923	0.8717641844
433	0.3063762289	0.872429078
434	0.3061655103	0.8726507092
435	0.3058809708	0.8727393617
436	0.3055789091	0.8730053191
437	0.3053798315	0.8730053191
438	0.3051417125	0.8731382979
439	0.3048554977	0.8734485816
440	0.3045911632	0.873714539
441	0.304400808	0.8737588652
442	0.3041709413	0.8738031915
443	0.3039161753	0.873891844
444	0.303620943	0.8741578014
445	0.3034201187	0.8741578014
446	0.3031971908	0.8742464539
447	0.3029537394	0.8742907801
448	0.3027154132	0.8743351064
449	0.3025352163	0.8748670213
450	0.3023179638	0.8749113475
451	0.3021355468	0.8750886525
452	0.3018986635	0.8753546099
453	0.3017258631	0.8751329787
454	0.3014318723	0.8753546099
455	0.3011812202	0.8754432624
456	0.3010119831	0.8753102837
457	0.3008666788	0.8757092199
458	0.3005956908	0.8757535461
459	0.3003481371	0.8761968085
460	0.300071524	0.8762411348
461	0.2998039033	0.8765070922
462	0.2995773939	0.8766843972
463	0.299355347	0.8769060284
464	0.2991405229	0.8768173759
465	0.2988814532	0.8773492908
466	0.298651008	0.8771719858
467	0.2984275131	0.8773492908
468	0.2982059615	0.877570922
469	0.2979001712	0.8776152482
470	0.2976218964	0.8779255319
471	0.2973931306	0.8784131206
472	0.297150418	0.8781914894
473	0.29688825	0.8787234043
474	0.2967024399	0.8789007092
475	0.2964407538	0.8787677305
476	0.2962306359	0.8790780142
477	0.2959811438	0.8789893617
478	0.2958281265	0.8790780142
479	0.2955478164	0.8792996454
480	0.2953175877	0.8795656028
481	0.2951059916	0.8800531915
482	0.2948527029	0.8803191489
483	0.2945924423	0.8804521277
484	0.2944889881	0.8805851064
485	0.2942314828	0.881072695
486	0.2940826012	0.8811613475
487	0.293873257	0.8815159574
488	0.293622618	0.8815159574
489	0.2933560507	0.8815159574
490	0.2931072622	0.8815602837
491	0.2929103736	0.8816489362
492	0.2926657279	0.8816489362
493	0.292427588	0.8820921986
494	0.2922046803	0.8823138298
495	0.2920206151	0.8821808511
496	0.2918412585	0.882358156
497	0.2916860379	0.8822251773
498	0.2914648835	0.8826241135
499	0.291246567	0.8830230496
500	0.2909940751	0.8829343972
501	0.2908284287	0.8829343972
502	0.2905344642	0.8832890071
503	0.2903727133	0.8834219858
504	0.2901050916	0.8835549645
505	0.2898411654	0.8836879433
506	0.2896235904	0.883998227
507	0.2893623802	0.8840868794
508	0.2890818155	0.8844858156
509	0.2888478964	0.8847960993
510	0.2886390814	0.8848847518
511	0.2884145429	0.8848847518
512	0.2881998587	0.8849734043
513	0.2879918237	0.8851950355
514	0.2878695069	0.8850620567
515	0.2876444256	0.8855053191
516	0.2874456569	0.8854609929
517	0.287314601	0.8855053191
518	0.2871536679	0.8853280142
519	0.2868650297	0.8856382979
520	0.2866729142	0.8858599291
521	0.2864582814	0.886037234
522	0.2862110334	0.8863031915
523	0.2860271878	0.8864361702
524	0.2857942661	0.8864804965
525	0.2854984964	0.8871897163
526	0.285288113	0.8871453901
527	0.2850656069	0.8871897163
528	0.2848654147	0.8875443262
529	0.2846398838	0.8874113475
530	0.2844024912	0.8874556738
531	0.2842499969	0.887677305
532	0.2840598396	0.8877216312
533	0.2839864236	0.8877659574
534	0.2837751353	0.8879432624
535	0.2835038019	0.8879875887
536	0.2833032022	0.8882092199
537	0.2830362474	0.8885195035
538	0.2827957953	0.8888297872
539	0.282635025	0.8889184397
540	0.2824118771	0.8890514184
541	0.2822112811	0.8894503546
542	0.2819839521	0.8895390071
543	0.2817407466	0.8896719858
544	0.2815207091	0.8897606383
545	0.2813256402	0.8898492908
546	0.2810901892	0.8901152482
547	0.2808070042	0.8905141844
548	0.280616411	0.8907358156
549	0.2803749807	0.8906914894
550	0.2801608417	0.8911347518
551	0.2799078708	0.8908244681
552	0.2796626846	0.8907801418
553	0.2794435011	0.8908687943
554	0.2791850639	0.8912677305
555	0.2789533592	0.8914007092
556	0.2787892721	0.8916223404
557	0.2786223384	0.8919326241
558	0.2783735877	0.8919769504
559	0.2781333285	0.8919326241
560	0.2778877508	0.8919769504
561	0.2776590282	0.892287234
562	0.2774201228	0.8926861702
563	0.2772220493	0.8925531915
564	0.2769653924	0.8931294326
565	0.2767606191	0.8931737589
566	0.2765119342	0.8932624113
567	0.2764210341	0.8933510638
568	0.2763265816	0.8934840426
569	0.2760859051	0.8936170213
570	0.2758676321	0.893927305
571	0.2757124037	0.8937943262
572	0.2754669235	0.8942819149
573	0.2752119411	0.8946808511
574	0.2750376016	0.8945921986
575	0.2748281384	0.8946365248
576	0.2745878249	0.8946808511
577	0.2744939582	0.8946808511
578	0.2742420972	0.8948138298
579	0.2739680229	0.8949911348
580	0.2738040812	0.8953014184
581	0.2736837122	0.8952570922
582	0.2734554668	0.8953014184
583	0.2732201935	0.8954343972
584	0.2730506042	0.8955673759
585	0.2728423795	0.8958776596
586	0.272678893	0.8960549645
587	0.2724930058	0.8960992908
588	0.2723214354	0.896143617
589	0.2720987018	0.8960992908
590	0.2719361392	0.8960992908
591	0.2716957629	0.896320922
592	0.2714507518	0.8960549645
593	0.2712105116	0.8963652482
594	0.2710971506	0.8964539007
595	0.2708664792	0.8965868794
596	0.2706954356	0.8966312057
597	0.2704709483	0.8967641844
598	0.2703991864	0.8967198582
599	0.2701935846	0.8970301418
600	0.2699707932	0.8970301418
601	0.2697666837	0.8968528369
602	0.2696388611	0.8968528369
603	0.2694799307	0.8971631206
604	0.2693351262	0.897429078
605	0.2691661926	0.8975620567
606	0.2689528631	0.897606383
607	0.2687339694	0.8978723404
608	0.2684885792	0.8980939716
609	0.2683648981	0.8981826241
610	0.2682460386	0.8984042553
611	0.2680006859	0.8984042553
612	0.2677615839	0.8984042553
613	0.2675874735	0.8983599291
614	0.2673883353	0.898537234
615	0.2671864898	0.898891844
616	0.267015512	0.8988475177
617	0.2667898687	0.8992021277
618	0.2665848356	0.8992021277
619	0.2664071657	0.8993351064
620	0.2661751793	0.8995567376
621	0.2659677921	0.8996897163
622	0.2657579482	0.8997783688
623	0.2655274074	0.8996010638
624	0.265375115	0.8998670213
625	0.2651604935	0.9001329787
626	0.2649773213	0.900177305
627	0.2648852754	0.900177305
628	0.2646394442	0.9003102837
629	0.2644172642	0.9003989362
630	0.2642530711	0.9005762411
631	0.2640737397	0.9007092199
632	0.2638318848	0.9010195035
633	0.2637143304	0.901285461
634	0.263477119	0.9015957447
635	0.2632687308	0.9018173759
636	0.263065346	0.9018617021
637	0.2628461706	0.9020390071
638	0.2626844551	0.9020833333
639	0.2625727231	0.9018617021
640	0.2623428025	0.9019503546
641	0.2621557752	0.9019946809
642	0.2620022742	0.9020833333
643	0.2618075563	0.9022606383
644	0.2616248042	0.9026152482
645	0.2614268446	0.9027925532
646	0.2612097061	0.9030585106
647	0.260990315	0.9029255319
648	0.2607745615	0.9031028369
649	0.2605597135	0.9032358156
650	0.2603802766	0.9032801418
651	0.2602633176	0.9032801418
652	0.2600374346	0.903679078
653	0.2598111814	0.9036347518
654	0.259622923	0.9039007092
655	0.2594277475	0.9042109929
656	0.2592874853	0.9041666667
657	0.2590651092	0.9042109929
658	0.2588196209	0.9043439716
659	0.2586042477	0.9048758865
660	0.2583994617	0.904787234
661	0.2581869982	0.9046542553
662	0.2580275491	0.9048758865
663	0.257774544	0.9050531915
664	0.2576109712	0.904787234
665	0.2573922572	0.9048315603
666	0.2572309757	0.9048315603
667	0.2570249927	0.9052304965
668	0.2567983257	0.9053191489
669	0.2566311185	0.9055407801
670	0.2563863299	0.9058953901
671	0.2562479806	0.9057624113
672	0.2560191993	0.9058510638
673	0.2558904606	0.9058953901
674	0.2556445347	0.906072695
675	0.2554562863	0.9061613475
676	0.2552944534	0.9061613475
677	0.2551338606	0.9062943262
678	0.2549346368	0.9064716312
679	0.2547071044	0.9066489362
680	0.2546085091	0.9066489362
681	0.2543980435	0.9066489362
682	0.254160125	0.9069148936
683	0.2539401906	0.9074024823
684	0.2537204598	0.9073138298
685	0.2535565675	0.907535461
686	0.2534019266	0.907712766
687	0.2532136784	0.9077570922
688	0.2530364019	0.9079787234
689	0.2528128195	0.9079343972
690	0.2526338075	0.9081560284
691	0.2524135922	0.9081560284
692	0.2521944853	0.908643617
693	0.2519816181	0.9085992908
694	0.2518027208	0.9087322695
695	0.2516960392	0.9088652482
696	0.2515052475	0.9092198582
697	0.2512905323	0.9089095745
698	0.2511654685	0.9090868794
699	0.2509291615	0.9094858156
700	0.2507951063	0.9095301418
701	0.2506661142	0.909751773
702	0.2504996173	0.9098404255
703	0.2503627722	0.9100620567
704	0.2501636432	0.9102393617
705	0.2499328759	0.9105053191
706	0.2496845523	0.9105939716
707	0.249498829	0.9108156028
708	0.2492484155	0.9112588652
709	0.2490231315	0.911214539
710	0.2488103372	0.9115248227
711	0.2486026355	0.9117021277
712	0.2483998263	0.9118351064
713	0.2481933947	0.9121897163
714	0.2479886595	0.912322695
715	0.2477772202	0.9123670213
716	0.2475867146	0.9123670213
717	0.2474244386	0.9126329787
718	0.2472348367	0.9125886525
719	0.2470071108	0.9128102837
720	0.2467854584	0.9128102837
721	0.2465849839	0.9125443262
722	0.2463566426	0.9129432624
723	0.2461587004	0.9132535461
724	0.2460029626	0.9133421986
725	0.2457822149	0.9136968085
726	0.2456510406	0.9139184397
727	0.2454723277	0.9142287234
728	0.2452591606	0.9143617021
729	0.2450568199	0.9144946809
730	0.2448949936	0.9147163121
731	0.2447487317	0.9147606383
732	0.2445045605	0.9147606383
733	0.2443101347	0.9147163121
734	0.244139641	0.9147606383
735	0.2439777131	0.9149379433
736	0.2438382489	0.9151595745
737	0.2436360507	0.9152925532
738	0.2435188584	0.9153812057
739	0.2433957857	0.9153812057
740	0.2432381487	0.9155141844
741	0.2431234899	0.9155141844
742	0.2429358309	0.9156028369
743	0.24269519	0.9156914894
744	0.2424658678	0.9159131206
745	0.2422652948	0.9155585106
746	0.2420242547	0.9157801418
747	0.241805042	0.9157801418
748	0.2416294254	0.9157801418
749	0.2414850738	0.9159131206
750	0.2413782975	0.9161347518
751	0.2412228913	0.9162677305
752	0.2410308037	0.916356383
753	0.2408531809	0.916179078
754	0.2406469171	0.9164450355
755	0.2404573165	0.9167996454
756	0.2403047642	0.9170212766
757	0.2401015584	0.9170656028
758	0.2398997793	0.9171542553
759	0.2396994997	0.9173315603
760	0.2395586669	0.9174202128
761	0.2393522047	0.9173758865
762	0.2391784148	0.9179521277
763	0.2390100369	0.9178634752
764	0.2388771264	0.9179521277
765	0.2387271882	0.9179078014
766	0.2385711259	0.9177748227
767	0.2383341318	0.9179078014
768	0.2381885484	0.9180851064
769	0.2380312451	0.9182624113
770	0.2378676845	0.9181294326
771	0.2377489813	0.9183067376
772	0.2375476002	0.9186613475
773	0.2373373257	0.91875
774	0.2372149049	0.9188829787
775	0.2370147701	0.9193262411
776	0.2368029959	0.9192819149
777	0.2367086315	0.9191046099
778	0.236552121	0.9193262411
779	0.2363835063	0.9198138298
780	0.2361701284	0.9195035461
781	0.2359572845	0.9197251773
782	0.2357598946	0.919858156
783	0.2355576317	0.920212766
784	0.2354279924	0.9203014184
785	0.2352236127	0.9201241135
786	0.2350329966	0.9207890071
787	0.2348556458	0.9207003546
788	0.234678035	0.9206560284
789	0.2345263414	0.9206560284
790	0.2343489511	0.9209663121
791	0.2342252409	0.9208333333
792	0.2340524162	0.9212322695
793	0.2338530622	0.9215868794
794	0.2336485355	0.9217641844
795	0.2335206642	0.9218085106
796	0.2333314836	0.9221187943
797	0.2331260694	0.922429078
798	0.2329762559	0.9223847518
799	0.2328049012	0.9226950355
800	0.2326329686	0.9227836879
801	0.2324194964	0.9230053191
802	0.2322125628	0.9230496454
803	0.2320470747	0.9231826241
804	0.2318833593	0.9234042553
805	0.2317435527	0.9233599291
806	0.2315767999	0.9234042553
807	0.2313936919	0.9236258865
808	0.2311809859	0.923891844
809	0.2310125458	0.923891844
810	0.2307732979	0.9241578014
811	0.2306084733	0.9242021277
812	0.2304563889	0.9244680851
813	0.230263393	0.9246897163
814	0.2300942466	0.9246010638
815	0.2299480462	0.9246010638
816	0.2297463213	0.924822695
817	0.2296403407	0.9247783688
818	0.2294518626	0.9248670213
819	0.2292341583	0.9251329787
820	0.2290737286	0.9251329787
821	0.2289073251	0.9252216312
822	0.2288034854	0.9253989362
823	0.2286260806	0.9255762411
824	0.2285224887	0.9254432624
825	0.2283496699	0.9257978723
826	0.2281741244	0.9258421986
827	0.2280001029	0.9258421986
828	0.2277627848	0.9257535461
829	0.2275766485	0.9258421986
830	0.2273690825	0.9258865248
831	0.2271646996	0.9262411348
832	0.2270326355	0.9261968085
833	0.2268768098	0.926285461
834	0.2267336847	0.9262411348
835	0.2266517893	0.9263741135
836	0.2264590334	0.9266843972
837	0.2262935405	0.9266843972
838	0.226103104	0.9268173759
839	0.2259454443	0.9270390071
840	0.2257954949	0.9269503546
841	0.2257170846	0.9268173759
842	0.2255749883	0.9270833333
843	0.2254391471	0.9270833333
844	0.225297586	0.9270390071
845	0.2251504763	0.9271719858
846	0.2249926182	0.9272606383
847	0.2248232852	0.927748227
848	0.2246358666	0.9277925532
849	0.2244590244	0.9280141844
850	0.2243191865	0.9281914894
851	0.224174525	0.9282801418
852	0.2239718627	0.9281471631
853	0.2238801827	0.9281028369
854	0.2237005806	0.9281914894
855	0.2234992954	0.9281914894
856	0.2232889701	0.9284574468
857	0.2231020814	0.928501773
858	0.2229285618	0.928679078
859	0.2227668043	0.9287677305
860	0.2226063047	0.9288120567
861	0.2224202848	0.9289450355
862	0.222276301	0.9291223404
863	0.2221482332	0.9291666667
864	0.2219795004	0.9291223404
865	0.2218431634	0.9292553191
866	0.2216914184	0.9294326241
867	0.2214942671	0.9294326241
868	0.221394563	0.9293439716
869	0.2212294475	0.9296542553
870	0.2211022239	0.929964539
871	0.2209891523	0.9300088652
872	0.220817173	0.929964539
873	0.2206018929	0.9300975177
874	0.2204211236	0.9303634752
875	0.2202935578	0.9302748227
876	0.220109648	0.9307180851
877	0.2199644464	0.9308953901
878	0.2198213352	0.9309840426
879	0.2196505354	0.9312056738
880	0.2194652924	0.9312943262
881	0.2193028798	0.931427305
882	0.2191733266	0.9313386525
883	0.2189963736	0.9317375887
